name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
ستروين,C4,2011,41500,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,250,7,,نقدا فقط ,
هونداي,,2018,142000,جيشي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,7,,إمكانية التقسيط ,
نيسان,ميكرا,2010,37500,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,7,نقدا فقط ,للبيع فقط ,2
سكودا,كودياك,2018,162000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,5,,نقدا فقط ,
فولكسفاجن,بولو,2016,65000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,115000,5,,نقدا فقط ,
كيا,بيكانتو,2018,54000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,33500,5,نقدا فقط ,للبيع أو التبديل ,
كيا,سورينتو,2018,147000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,9,نقدا فقط ,للبيع فقط ,1
جييب,Wrangler,2015,270000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,1000,2,نقدا فقط ,للبيع فقط ,2
اوبل,كورسا,1999,16000,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,يدوي,1250,,5,,نقدا فقط ,
مرسيدس,350,2008,95000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,177314,5,,نقدا فقط ,
فولكسفاجن,LT,2002,45000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,2500,3,,إمكانية التقسيط ,
فورد,فيستا,2014,52000,كرميدي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,5,,نقدا فقط ,
مرسيدس,C200,2013,120000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,1800,9,,إمكانية التقسيط ,
فولكسفاجن,كادي,2017,10500,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,95000,7,,نقدا فقط ,
بي,D,2016,100000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,125000,7,,إمكانية التقسيط ,
اوبل,استرا,2011,33500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,232,5,نقدا فقط ,للبيع فقط ,2
هونداي,سانتافيه,2019,165000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,18000,7,,نقدا فقط ,
هونداي,سانتافيه,2020,170000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,16000,7,,نقدا فقط ,
فولكسفاجن,كرافتر,2012,10000,أبيضعاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,75000,6,,إمكانية التقسيط ,
مرسيدس,416,2006,120000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,3000,8,نقدا فقط ,للبيع فقط ,2
سوبارو,عريض,1988,16000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,25000,5,,إمكانية التقسيط ,
سيت,ابيزا,2018,70000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,87000,5,إمكانية التقسيط ,للبيع فقط ,1
أفيكو,ديلي,2015,73000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,5200,5200,3,,نقدا فقط ,
هونداي,توسان,2019,144999,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,,إمكانية التقسيط ,
بيجو,بارتنر,2018,69500,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,85600,5,,إمكانية التقسيط ,
هوندا,سيفيك,2007,33000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,180000,5,,نقدا فقط ,
هونداي,سانتافيه,2007,47000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,350000,7,,إمكانية التقسيط ,
داتشيا,واي,2017,70000,أزرقسماوي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,900,41000,5,,نقدا فقط ,
سيت,ليون,2016,78000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,1200,7,,نقدا فقط ,
بي,320,2005,75000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2015,75000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,140000,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,باسات,2016,120000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,190000,5,نقدا فقط ,للبيع فقط ,1
فورد,ترانزيت,1997,33000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,368586,8,,إمكانية التقسيط ,
هونداي,سانتافيه,2018,185000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,39000,7,,نقدا فقط ,
ستروين,DS3,2013,50000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2017,89000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,179000,5,,نقدا فقط ,
هونداي,سانتافيه,2008,58000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,7,,نقدا فقط ,
سكودا,اوكتافيا,2018,102000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,نقدا فقط ,للبيع أو التبديل ,
سكودا,اوكتافيا,2018,106000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,13000,5,,نقدا فقط ,
جاجوار,XE,2016,140000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,5,نقدا فقط ,للبيع فقط ,2
سكودا,اوكتافيا,2012,50000,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,300,5,,نقدا فقط ,
سكودا,اوكتافيا,2013,58000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,157000,5,,نقدا فقط ,
هونداي,توسان,2012,74000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000,5,,نقدا فقط ,
سكودا,اوكتافيا,2012,70000,أبيض,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,200000,5,,نقدا فقط ,
اودي,Q7,2014,185000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,3000,7,,نقدا فقط ,
كيا,فورتي,2008,55000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,,نقدا فقط ,
كيا,سورينتو,2017,173999,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,90000,7,,نقدا فقط ,
هونداي,سانتافيه,2020,165000,عدةالوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,7,,إمكانية التقسيط ,
بيجو,208,2018,55000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,29000,5,,نقدا فقط ,
فولكسفاجن,بولو,2014,55000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000,5,,نقدا فقط ,
سيت,ليون,2016,65000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,95000,5,,نقدا فقط ,
اوبل,اسكونا,1983,8000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5,,نقدا فقط ,
هونداي,جيتس,2010,30000,أزرق,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,229000,5,,نقدا فقط ,
مرسيدس,سبرنتر,2017,170000,أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,3000,290000,3,,نقدا فقط ,
سيت,ارونا,2019,113000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,35432,5,,إمكانية التقسيط ,
سيت,ابيزا,2012,54000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,1200,1,نقدا فقط ,للبيع فقط ,2
سيت,ليون,2017,75000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,5,نقدا فقط ,للبيع فقط ,2
سيت,ليون,2016,68000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,125000,5,,نقدا فقط ,
سيت,ابيزا,2009,36000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,إمكانية التقسيط ,للبيع فقط ,1
كيا,مورننغ,2017,49000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,1000,8,نقدا فقط ,للبيع فقط ,1
هونداي,اكسنت,2007,35000,أبيضعاجي,بنزين,تدريبسياقة,فلسطينية,عادي,الكتروني,1400,1400,5,نقدا فقط ,للبيع فقط ,1
شفروليه,سافانا,2014,100000,أبيض,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,6600,250,9,,إمكانية التقسيط ,
هونداي,سانتافيه,2019,162000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,32000,5,,إمكانية التقسيط ,
كيا,سول,2011,55000,بني,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,180000,5,,نقدا فقط ,
فولكسفاجن,GTI,2020,220000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,15000,5,,إمكانية التقسيط ,
هونداي,كونا,2019,110000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000,5,,إمكانية التقسيط ,
هونداي,سانتافيه,2018,150000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,78000,7,,نقدا فقط ,
كيا,سبورتاج,2013,85000,كرميدي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,122000,5,,نقدا فقط ,
فولكسفاجن,بولو,2018,88000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,40000,5,نقدا فقط ,للبيع فقط ,1
سيت,ليون,2017,69000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,88000,5,,نقدا فقط ,
سكودا,رابيد,2019,87000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,89000,5,,إمكانية التقسيط ,
هونداي,ايونيك,2016,85000,أبيض,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,103,5,نقدا فقط ,للبيع أو التبديل ,1
فورد,فوكس,2011,40000,فضي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,117000,5,,نقدا فقط ,
هونداي,سانتافيه,2016,124000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,7,,نقدا فقط ,
اوبل,كورسا,2016,57000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,125000,5,,نقدا فقط ,
هونداي,توسان,2018,100000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,,نقدا فقط ,
سكودا,ستيشن,2013,65000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,240000,5,,نقدا فقط ,
فورد,فوكس,2014,45000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100,5,,نقدا فقط ,
ايسوزو,ديماكس,2008,110000,أبيضعاجي,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,3000,165000,5,,نقدا فقط ,
فولكسفاجن,GTI,2019,165000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,63000,5,,نقدا فقط ,
سكودا,اوكتافيا,2018,116000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,220,5,,إمكانية التقسيط ,
هونداي,توسان,2019,134999,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,35000,5,,نقدا فقط ,
هونداي,تراجيت,2007,43000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,20000,9,,نقدا فقط ,
شفروليه,اوبترا,2008,30000,أسودميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,5,,إمكانية التقسيط ,
فولكسفاجن,كرافيل,1986,11000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,,8,,إمكانية التقسيط ,
كيا,سبورتاج,2019,145000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
هونداي,سانتافيه,2020,134000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,2,نقدا فقط ,للبيع فقط ,1
بيجو,بارتنر,2012,50000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,5,,إمكانية التقسيط ,
مرسيدس,C200,2003,63000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,5,,إمكانية التقسيط ,
بي,520,2014,135000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,5,,نقدا فقط ,
فولكسفاجن,باسات,2009,48000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,8,,نقدا فقط ,
مرسيدس,E250,2010,113000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,128000,5,,نقدا فقط ,
فولكسفاجن,باسات,2010,65000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,,إمكانية التقسيط ,
تويوتا,كورولا,2020,135000,عدةالوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,,إمكانية التقسيط ,
هونداي,افانتي,2006,35000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2006,190000,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2018,116000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,,نقدا فقط ,
فولكسفاجن,GTI,2016,140000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,125,5,,إمكانية التقسيط ,
كيا,سبورتاج,2013,78000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,5,,نقدا فقط ,
شاحنة,مان,2007,80000,أزرقسماوي,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,460,460,1,,نقدا فقط ,
سكودا,اوكتافيا,2019,130000,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,42315,5,,إمكانية التقسيط ,
اوبل,كورسا,2016,46999,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,138000,5,,إمكانية التقسيط ,
اودي,A6,2008,85000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,193000,5,إمكانية التقسيط ,للبيع فقط ,2
